,date,id,content,likes,retweets,disc_cat
0,2023-02-27 13:30:43+00:00,1.6302E+18,@RidePATCO Hey patco I didn’t know y’all allowed people to stretch out over the handicapped seats and sleep 🫣🙈👀 https://t.co/DqJAnurXxX,0,0,health
1,2023-02-27 13:30:41+00:00,1.6302E+18,"@RobertLindsay treating certain humans as ""worthless"" was the Nazi attitude to the handicapped, Jews, gays, gypsies and JWs",0,0,health
0,2023-02-27 13:33:51+00:00,1.6302E+18,Do electric eels dream of automatic tweets?,0,0,health
1,2023-02-27 13:33:24+00:00,1.6302E+18,"@Dominos_UK I got this through my door.

Tried to order but it says code invalid.
Help appreciated. https://t.co/qmpXJUMyc3",0,0,health
0,2023-02-27 13:33:43+00:00,1.6302E+18,SEC's Gensler Reckons Every Crypto Except Bitcoin is a Security - Is he Going to Cripple the US  Industry? - by @Jamie_DeFi #Crypto https://t.co/ds0Wd9nSI2,0,0,health
1,2023-02-27 13:32:35+00:00,1.6302E+18,Lmao iyouth endala that’s struggling with bills will cripple u with problems u don’t even have😅😂,0,0,health
0,2023-02-27 13:33:36+00:00,1.6302E+18,Why all I see is a midget 😭😂,0,0,health
1,2023-02-27 13:33:24+00:00,1.6302E+18,ミゼット初代は日本最後のオート三輪になりました,0,0,health
0,2023-02-27 13:33:57+00:00,1.6302E+18,"@Nagane_dwarf あざすあざす自己肯定感上がる
てか生きてるだけでえらいってあれガチだわって痛感した",0,0,health
1,2023-02-27 13:33:14+00:00,1.6302E+18,@PBOTransmission If the admiral says so then it must be so!,1,0,health
0,2023-02-27 13:34:01+00:00,1.6302E+18,@BobbySkinner_ You know what we’re going to get is schoen talking to Anthony Richardson and giants twitter implodes,0,0,health
1,2023-02-27 13:34:00+00:00,1.6302E+18,"Secret, giant, dark light!!",0,0,health
0,2023-02-27 13:33:41+00:00,1.6302E+18,"@DoctorJack16 True but for every bodybuilder who can ignore BMI there are 99 obese people comforting themselves that “BMI is unreliable”.  For those who are apparently overweight, it’s a fair estimate of the degree of their condition.",0,0,health
1,2023-02-27 13:32:26+00:00,1.6302E+18,Obese,0,0,health
0,2023-02-27 13:31:43+00:00,1.6302E+18,anorexic tomata,0,0,health
1,2023-02-27 13:30:08+00:00,1.6302E+18,@YutazenOfEdtwt no i get it i’d also rather be like fully anorexic then just “almost”,0,0,health
0,2023-02-27 13:32:20+00:00,1.6302E+18,"replaying the gory scene incessantly, forgot the safe word was imaginary, forgot about my poor selective memory. feeling like a fat kid at the beach who's still weighing, the pros and cons of weak bulimic teeth.",0,0,health
1,2023-02-27 13:29:34+00:00,1.6302E+18,@Clou3TH glitter,1,0,health
0,2023-02-27 13:28:03+00:00,1.6302E+18,"Addiction is really crazy. Grown ass adults standing outside while it's brick asf. Wind blowing hard as shit. Just so they can suck on a cancer stick. 
Big tobacco won.",0,0,health
1,2023-02-27 12:02:24+00:00,1.63018E+18,"Dead animals, rotting corpses, rusty sunken planes and ships, toxic chemicals, gas spills, oil spills, god knows how many tonnes of piss and shit, to name but a few, but you’re out here with a stick up your arse about PERIOD BLOOD. Fucking hell get a grip that’s pathetic",5,0,health
0,2023-02-27 13:33:33+00:00,1.6302E+18,"The blind has seen shege

The crippled has run more than their shadows 

The dumb can not speak what the deaf heard.

I wonder what will happen to those with their body complete

Irony of life 🤦‍♂️ https://t.co/4EzXZ1e1GE",0,0,health
1,2023-02-27 13:30:31+00:00,1.6302E+18,@Harvey77865 We arnt even created equal. Some are born blind and crippled,0,0,health
0,2023-02-27 13:29:32+00:00,1.6302E+18,@Apoloesfebo @silverionr Los adultos https://t.co/65yPUegE3P,0,0,health
1,2023-02-27 13:27:37+00:00,1.6302E+18,@Nickyp25587621P @LarryAndress2 the thief was spastic unable to control his energy it was humorous he nearly whooped his own asz.,1,0,health
0,2023-02-27 13:30:02+00:00,1.6302E+18,"Na the blood of those 10 virgins go be him nemesis. 

We have sacrificed a lot; poor healthcare, epileptic power, bad road, insecurities and killings. For the past 8yrs this has been our sacrifice. 

I ""Kanayo"" no gree leave the seat, e go chop him head. That will be his reality.",0,0,health
1,2023-02-27 13:25:49+00:00,1.6302E+18,"This Seminar in Epileptology addresses how to recognize and manage the special needs of people with epilepsy and neurodevelopmental disorders. 
DOI: https://t.co/MuTJ5RAwwX @EpiDisorders @FarnazSinaei @RoohiKatyal @fabnascimen @SBeniczky @WileyNeuro @WileyHealth @IlaeWeb https://t.co/xpJaNyxchr",3,0,health
0,2023-02-27 13:34:09+00:00,1.6302E+18,"Ngl, if I was an artist but I never went viral coz my music I’d be goin insane. You enjoy the shit tho, I hope the free promo doing something for you",0,0,mental_health
1,2023-02-27 13:34:06+00:00,1.6302E+18,"@njbtweet @Wallisbadgerson @WeRone777 @ozzorro1 @aSinister @glinch72 @4Clearsky @AbbeyRae5 @peblackstock @toddynd @Spencerfletch0 @Ecotainment_YT @Stephen90045069 @Michael71718318 @ZombiePiano @ejwwest @Moderna5G_666 @nxgrs73 @MikeDel21893959 @twit4thot @Robert76907841 @Vulcan_hobo @JJJungleJim @TomWhatsoeverB @WernerReinhard5 @Veritatem2021 @JR4_Truth @benmooreau @BernaB_2013 @choosefreedomf1 @goingglocal @DocSnow1 @Roadshow11235 @CDMarshall7 @insane_voice @Lo_VVriter @ALefty123 @realJohnJHoward @USNA_73 @markinkorea @talipes @mac_an_ghoill @cbeckj @Frankd06830 @LesterDent @AlexVickeryHowe @RstrixxX @berry_hardman @FLastrade An interesting presentation on the minerals needed for 1 generation of renewable energy to transition from fossil fuels.
https://t.co/CgpOq6YDb9",0,0,mental_health
0,2023-02-27 13:34:12+00:00,1.6302E+18,@ClownWorld_ Mad about the food 😒,0,0,mental_health
1,2023-02-27 13:34:11+00:00,1.6302E+18,"@TheNorthWarrior @Obinna_mani @Waspapping_ Maybe you didn't hear the part he said ""you are mad""",0,0,mental_health
0,2023-02-27 13:31:42+00:00,1.6302E+18,"@MagicFlyNPotato @YouTube I mean, I spent all of Saturday's stream with you too, I just wasn't as active - doing things around the house while listening. Hopefully, in this next update, we'll get locks for the doors. That ambush was insane!",0,0,mental_health
1,2023-02-27 13:29:25+00:00,1.6302E+18,Would You Hand Out Firearms in an Insane Asylum? | Nature's Real Health https://t.co/iFefBwEHsI,0,0,mental_health
0,2023-02-27 12:07:25+00:00,1.63018E+18,"【解禁】

2023.03.05(Sun) @心斎橋BRONZE

""あかちんNight vol.2""

Open 17:00 / Start 17:30
Adv ¥2,500 

-Cast-
GIZMO
Left
Smash up
jammed loony bin
All I Clacks
さかいかの https://t.co/qE1lhdRHFO",6,2,mental_health
1,2023-02-27 12:00:14+00:00,1.63018E+18,"【追加!!】
3/5(日)大阪 心斎橋BRONZE
旬魚集人あかちょうちんオープン2周年記念
“あかちんNight vol.2”

GIZMO
Smash up
jammed loony bin
All I Clacks
さかいかの←new!!
Left

開場17:00/開演17:30
前売り¥2,500 +1D

チケット予約受付中!!
https://t.co/YvML14m6De
飲みまくりましょう!! https://t.co/QuZxDWBHOO",5,4,mental_health
0,2023-02-27 13:28:38+00:00,1.6302E+18,"Inviting a hun to your house for a tinder meet up is nuts 😂😂😂
I don't know who's crazier between him and her for going through with it 😭",0,0,mental_health
1,2023-02-27 13:27:45+00:00,1.6302E+18,Hitting #9 on charts in Brazil House music is nuts!!!!! I love Brazil so much. Obrigada ❤️,3,0,mental_health
0,2023-02-27 13:09:28+00:00,1.63019E+18,😂,1,1,mental_health
1,2023-02-27 11:00:09+00:00,1.63016E+18,"#msnbc #JackSmith #Morningjoe #ThatFormerFreak #FoxNews #FoxBusiness #cnbc #Bloomberg #CBS 
Jack Smith is coming to take you away aha.
He's coming to take you away hoho.
Too the funny farm
🎶... https://t.co/6VQhlyJZev",0,0,mental_health
0,2023-02-27 12:40:06+00:00,1.63019E+18,"[공부방4기] 2주 1일차 리스크 관리란?  4가지 리스크 관리 계획 방법

1.여윳돈으로 투자한다
2.전문가의 도움을 받는다
3.리스크가 큰 투자를 하지않는다
4.포트폴리오 다각화를 한다

#돈복남 #돈간지 #공부방4기",0,0,mental_health
1,2023-02-27 12:25:47+00:00,1.63018E+18,Metallica    -     Sanitarium,0,0,mental_health
0,2023-02-27 11:49:13+00:00,1.63017E+18,@ClownWorld_ Time for a little stay in the booby hatch.,0,0,mental_health
1,2023-02-27 09:53:00+00:00,1.63014E+18,@Bob23870471 @penny_rietveld @Real_RobN The booby hatch.,0,0,mental_health
0,2023-02-27 11:01:24+00:00,1.63016E+18,"@sophiadahl1 If this was a random member of public uttering this, they would be taken away to the rubber room. Why is this evil any different???",0,0,mental_health
1,2023-02-27 08:51:00+00:00,1.63013E+18,This bloke belongs in the rubber room lol,3,0,mental_health
0,2023-02-27 10:03:58+00:00,1.63015E+18,"@CuteKitastrophe Hella cool electric guitars (or guitar parts in general)
A King Gizzard Vinyl
Just a straightjacket
Pwushie

Have I hit the limit? 😛",1,0,mental_health
1,2023-02-27 08:40:41+00:00,1.63013E+18,"Try this on, straightjacket feeling",0,0,mental_health
0,2023-02-27 13:21:06+00:00,1.6302E+18,These people are truly deranged and mentally ill.  QAnon is a hellava drug.   These people should be in straight jackets in a mental institution.,0,0,mental_health
1,2023-02-27 13:16:22+00:00,1.6302E+18,@adinross I can’t believe you stated facts 😂😂😂 most of these people that push other genders should be in a mental institution,0,0,mental_health
0,2023-02-27 13:33:52+00:00,1.6302E+18,@chloedacherry Gonna try this next time my mom tries to send me to a mental hospital,0,0,mental_health
1,2023-02-27 13:25:37+00:00,1.6302E+18,@eldritchenchant This is tame compared to a rated M fic (sadly incomplete) where Roland sent Sofia to a mental hospital because she couldn’t get over Cedric being gone and being there had her screwed up when she got older.,1,0,mental_health
0,2023-02-27 13:23:44+00:00,1.6302E+18,"हृदि कृत्वा स बहुशः तम् अलंकारम् उत्तमम् |
निशश्वास भृशम् सर्पः बिलस्थ इव रोषितः |

The more he hugged those best decorative ornaments close to his heart, the more he hissed like a wrathful serpent in a snake pit.+",0,0,mental_health
1,2023-02-27 13:00:52+00:00,1.63019E+18,Snake Bytes 2/27: These Games Don’t Count https://t.co/WU6S7LynI2 https://t.co/wZfFs1Z9sq,0,0,mental_health
0,2023-02-27 13:34:42+00:00,1.6302E+18,"Quit playing victm, you think you're the only one that's got a bad fucking life? When i was dawn depressed broken who the fuck picked me up i fucking did me and i led the fucking way!",0,0,mental_health
1,2023-02-27 13:34:38+00:00,1.6302E+18,"@AHD_145200 انا حضرت عشان عندي رواند تروبيكال بس عادي تروح تحضر لغاية الساعة خمسة لو انتا طالب عادي
الحالات انتا ونصيبك بس اغلبها liver cirrhosis",0,0,mental_health
0,2023-02-27 13:34:38+00:00,1.6302E+18,"Almost everyone is experiencing this post-election panic. We are all anxious of who the champion will be. Let’s try to be at peace with the world and ourselves and hope for the best.🤍

#ElectionResults #ElectionDay2023 #election #electionresults2023 #hope",0,0,mental_health
1,2023-02-27 13:34:37+00:00,1.6302E+18,"@PastelDawg I was too shy and anxious to tell you how much I love your work and universe when you came by my booth at the dd but well, no I can : 💕💕💕💕💕🔥🔥🔥🔥",0,0,mental_health
0,2023-02-27 13:34:36+00:00,1.6302E+18,No se si se está haciendo el difícil o es bipolar,0,0,mental_health
1,2023-02-27 13:34:35+00:00,1.6302E+18,Release the song!,0,0,mental_health
0,2023-02-27 13:34:34+00:00,1.6302E+18,@RLee19783678 @Trish_NI That's what I thought.👍🏻🔥🎯,0,0,mental_health
1,2023-02-27 13:34:22+00:00,1.6302E+18,é só entrar no hospital que eu automaticamente acho que tava doida e não tô sentindo nada.,0,0,mental_health
0,2023-02-27 13:33:04+00:00,1.6302E+18,THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING THE VOICES ARE SCREAMING https://t.co/BYJHybVIiL,0,0,mental_health
1,2023-02-27 13:32:24+00:00,1.6302E+18,Really about the unfortunate part I don't try to act like a schizophrenic mockingbird on purpose.,0,0,mental_health
0,2023-02-27 13:34:27+00:00,1.6302E+18,"Is this even ""Journalism""? @Telegraph This illustration is borderline racist. #China #russia https://t.co/06OnlEynEf",0,0,mental_health
1,2023-02-27 13:34:22+00:00,1.6302E+18,"@odow0596 @ACTBrigitte Biden is NOT responsible for the price of milk in France, of bacon in Australia or oil in Spain... How can you even think for 1 second that Biden is responsible for the inflation and shortages affecting billions of people worldwide... This is borderline insane.",0,0,mental_health
0,2023-02-27 13:34:11+00:00,1.6302E+18,@ladbible What a pair of narcissistic  talent free knobends!,0,0,mental_health
1,2023-02-27 13:34:10+00:00,1.6302E+18,It isn't the story of a genius criminal! It's the story of a narcissistic asshole who thinks he's smarter than everyone around him!,0,0,mental_health
0,2023-02-27 13:34:42+00:00,1.6302E+18,Pq q meus pais me fizeram um bichinho antisocial,0,0,mental_health
1,2023-02-27 13:34:33+00:00,1.6302E+18,"Eu, mãe preciso de 6,26$ e ela me mandando 10$ kkkkkkkkk amo isso",0,0,mental_health
0,2023-02-27 13:34:40+00:00,1.6302E+18,"@Mondonosuke4 🍀*･は🔴さん推しだけど、行くのは🍓👑のライブで、何色の人なのかよく知らないんだけども、まぁ、、、自分で何とかするでしょうw 🍀*･のペンラ買ったからちょうどいいや〜って思ってたのに😅あてが外れたよ。
ゆかちゃん、ありがとうね(*´∀｀*)♡",0,0,mental_health
1,2023-02-27 13:33:52+00:00,1.6302E+18,"@hidemind_ocd ゆいちゃんありがとう〜♡
ほんとに！また会っておしゃべりしたい🥰
いい年にできるようにがんばります✊🏻🤍",0,0,mental_health
0,2023-02-27 13:34:42+00:00,1.6302E+18,"@D6HfO5PBPMGV9kz なんと、無責任でいい加減な医者ですね❗️
それで、よく精神科医をやってますよね！
PTSDを知らない？
あり得ないですね！

ママさん、色々大変ですが、好きな音楽、お酒で楽しむ毎日を無理せず送って下さいね💐💐💐",0,0,mental_health
1,2023-02-27 13:34:41+00:00,1.6302E+18,Kak Long baru nak beli takaful. Dah berumur begini dengan ada penyakit sedia ada. Memang macam2 ujian kena tempuh. Tapi kena lah ada juga. Sebabnya ko kerja pun mengadap benda2 begini. Memang boleh PTSD jadinya. Tinggal satu lagi ujian lepas tu tunggu keputusan.,0,0,mental_health
0,2023-02-27 13:34:43+00:00,1.6302E+18,@Jason93East no there's another adhd group based in s*ngai p*tani (the founder). i didn't know how to get the diagnosis so ofc I inquire him for assistance. the moment i asked about meds i got kicked out from the group and personally blocked by him.,0,0,mental_health
1,2023-02-27 13:34:35+00:00,1.6302E+18,@l_L0VE_ADHD 普通のミルクティー飲めよw,0,0,mental_health
0,2023-02-27 13:34:46+00:00,1.6302E+18,"@mohammed_hijab @DouglasKMurray An accident by an autistic child… Harmony, respect and Islam shouldn’t really be in the same sentence for some Islamic followers.",0,0,mental_health
1,2023-02-27 13:34:40+00:00,1.6302E+18,@UpliftingVids I had no idea lion's can do the doggy paddle.,0,0,mental_health
0,2023-02-27 13:34:46+00:00,1.6302E+18,Davos group a bunch a stupid evil people. The SICKIES AKA SOCIOPATH,0,0,mental_health
1,2023-02-27 13:33:37+00:00,1.6302E+18,They ate true SICKIES AKA SOCIOPATHs with an IQ OF MAYBE 20.,0,0,mental_health
0,2023-02-27 13:33:56+00:00,1.6302E+18,"@EwonSprokler @bigbert81 @ken_caudle @thesejustwords @FooleryT @BuzzedEdwin @thefebuster @forthemasses @Grizzified2 @umfpt @Anti_Psychopath @DreadPirateDavy @RealAceFox1 @philwetherick @hombreingles @JMichaelsonUT @ThatGuyM88 @sly_sparkane @badibulgator @wiguy45 @wired_dave @Albert_Paradine @KitemanArgues @Fragaphobia_ @theGuffa @surfpurzel @manteo44 @tactical2cat @amandabakermas1 @CugaltheClever @laughchem @Marqu3s_De_Sade @HansBackhaus22 @flatearthexpert @Jim_Cornelius @Tobga_ @GreenNorm @SolarElectrics @Ophiuchus901 @Dwyertd @dripsince @Brian314159265 @MattMurdock_77 @Lad10124 @bikinatroll @GracieCoxv Where does science “say” that?

I predict you will resort to a strawman argument again. Because heaven forbid that a flat earther should be honest for a change.",0,0,mental_health
1,2023-02-27 13:32:09+00:00,1.6302E+18,Our Girls recruit others to rescue them or complete a task asserting emotion urgency and acting under color of law ? Corrupt Incompetent Immature Psychopath Borderline Personality Disorder*Why didn't you apply for phone warrant in 2013 Where's Investigation &amp; Action Report?,0,0,mental_health
0,2023-02-27 13:33:11+00:00,1.6302E+18,@BehizyTweets Just because someone is a former prosecutor doesn’t mean they aren’t crazy. This is from Clements twitter feed. Any credible person wouldn’t be pushing this crap. https://t.co/0XdGoxQtCq,0,0,mental_health
1,2023-02-27 13:32:17+00:00,1.6302E+18,@pinkslightning @ChloeBailey Crazy to me how humans like you say stuff like that when nobody in this world is perfect. Y'all are HUMANS too. Y'all should remember that!!! You aren't perfect and you've made mistakes in the past too. How is he supposed to grow as a person if y'all don't forgive him smh💀🤦,0,0,mental_health
0,2023-02-27 13:33:26+00:00,1.6302E+18,"@AmazonHelp @Scorbunns Amazon has insane amounts of statistics. An anecdotal experience is not going to change an already known issue. Your company's policies are a joke. If I was an employee, like yourself, I would be helping out every person who has a shared economic and working class existence.",0,0,mental_health
1,2023-02-27 13:30:47+00:00,1.6302E+18,"@TheRealOmgItsGB @rdubadub76 @JayCartere @ClownWorld_ Sure people can post fake stories, pretend that they are trans and got all the surgery and stuff. Insane a post on here I’d rather not try to quote it but the person claimed to be regretful of doing it citing that the doctor didn’t tell them about all the things that could happen",0,0,mental_health
0,2023-02-27 13:18:43+00:00,1.6302E+18,"Seriously looney tunes &amp; scary (actually like a demon walking the earth).
Why would any sane person listen to this lunatic,never mind give him your hard earned cash- quite bonkers?",0,0,mental_health
1,2023-02-27 12:11:34+00:00,1.63018E+18,"JUNO: The hell kind of a person do you think I am, Khan? Some lunatic comes in off the street and you just assume she’s with me? RITA: (DISTANT, MOUTH FULL) Boss! Hey, boss!",0,0,mental_health
0,2023-02-27 13:31:37+00:00,1.6302E+18,"@doubterofvibes @XXWAGAGANG @OliLondonTV I don't want my organs perpetuating a cycle of mental illness. You can't affirm anorexia and you can't affirm gender dysphoria, both need mental health professionals.  It's too bad that organ donation went from saving cardiac/liver transplant patients to pure cosmetic options.",0,0,mental_health
1,2023-02-27 13:31:25+00:00,1.6302E+18,"Betul, I used to be so hard on myself until I realised how bad it affects my mental health. I am still leaning to be considerate and a little bit more patient towards myself. Habits dies hard, but I'll get there someday",0,0,mental_health
0,2023-02-27 13:34:54+00:00,1.6302E+18,Gravediggaz feat. Killah Priest &amp; Shabazz The Disciple  - Diary Of A Madman https://t.co/1oUoQ90aVX via @YouTube,0,0,mental_health
1,2023-02-27 13:34:36+00:00,1.6302E+18,@AuthorADJ @rum_madman I definitely thought you were talking about something else LOL,0,0,mental_health
0,2023-02-27 13:33:19+00:00,1.6302E+18,@JohnHam96272459 @DrCIKingdom John Hammond 97378374829383 have YOU taught in a classroom!? Because it seems like you have no clue what you’re talking about.,0,0,mental_health
1,2023-02-27 13:30:36+00:00,1.6302E+18,"When you call out the racism and the tactics used, gaslight happens.   Black people are expected to remain calm at all times.  Why?",0,0,mental_health
0,2023-02-27 13:33:54+00:00,1.6302E+18,"😂  Pa nigde ne zurimo, indeed.",1,0,mental_health
1,2023-02-27 13:32:42+00:00,1.6302E+18,Shit crazy it was snowing in Vegas last week when I was there . Palm trees and snow don’t look right together 😂,0,0,mental_health
0,2023-02-27 13:34:37+00:00,1.6302E+18,@RealJoseph123 I totally forgot about this guy!!,0,0,mental_health
1,2023-02-27 13:34:00+00:00,1.6302E+18,"Maddy rebrand go crazy! She hated all her friends, lied about a guy r*ping her, yelled at cassie calling her a crackhead because she told her to report nates abuse like there’s nothing nice about her😭",0,0,mental_health
0,2023-02-27 13:32:31+00:00,1.6302E+18,"@Mario___RM Pq decís q roncero es gafe, desde q lo conozco tipo 2012 siempre ha dicho q el Madrid gana la champions y lo ha hecho en 5 veces",0,0,mental_health
1,2023-02-27 13:13:04+00:00,1.63019E+18,"@MichellesDude @MaryjaneMjmalin @ericareport Alpha make in GOP world….

#PsychoKiller",1,0,mental_health
0,2023-02-27 13:35:01+00:00,1.6302E+18,@westjett1 @adinross My life isn’t affected by losing my job because a mentally ill maniac karen’s HR into firing me over a misgendering…,0,0,mental_health
1,2023-02-27 13:34:51+00:00,1.6302E+18,@JeyaR6S Meeee,0,0,mental_health
0,2023-02-27 13:16:59+00:00,1.6302E+18,This is my answer to those simpletons who reply to people upset about the balloon with the comment “wait until you learn about satellites”,0,0,mental_health
1,2023-02-27 13:15:44+00:00,1.63019E+18,RED RIDER - LUNATIC FRINGE https://t.co/9D7nDzUzKu,0,0,mental_health
